sequence_length,model_dimension,precision,forward_time,backward_time,implementation
128,16,torch.bfloat16,0.0004732251167297363,0.0016708612442016602,triton_kernel
128,16,torch.bfloat16,0.021014511585235596,0.0028510212898254393,pytorch_naive
128,16,torch.bfloat16,0.012699317932128907,0.002579915523529053,pytorch_scaled_dot_product_attention
128,16,torch.float16,0.0001412034034729004,0.0024005770683288574,triton_kernel
128,16,torch.float16,0.010822582244873046,0.0024502396583557127,pytorch_naive
128,16,torch.float16,0.014370393753051759,0.0027002453804016112,pytorch_scaled_dot_product_attention
128,16,torch.float32,0.0002965211868286133,0.0026677966117858885,triton_kernel
128,16,torch.float32,0.012614262104034425,0.0013718008995056152,pytorch_naive
128,16,torch.float32,0.030938887596130372,0.002125978469848633,pytorch_scaled_dot_product_attention
128,32,torch.bfloat16,0.00029337406158447266,0.0027480125427246094,triton_kernel
128,32,torch.bfloat16,0.03848077058792114,0.002695810794830322,pytorch_naive
128,32,torch.bfloat16,0.03988547325134277,0.0026764512062072755,pytorch_scaled_dot_product_attention
128,32,torch.float16,0.00029357671737670896,0.002801358699798584,triton_kernel
128,32,torch.float16,0.00047941207885742186,0.0027718663215637205,pytorch_naive
128,32,torch.float16,0.0007475376129150391,0.002615201473236084,pytorch_scaled_dot_product_attention
128,32,torch.float32,0.0002623438835144043,0.0025118589401245117,triton_kernel
128,32,torch.float32,0.0004671335220336914,0.0025182366371154785,pytorch_naive
128,32,torch.float32,0.0005203723907470703,0.0024734258651733397,pytorch_scaled_dot_product_attention
128,64,torch.bfloat16,0.00031032562255859373,0.002737700939178467,triton_kernel
128,64,torch.bfloat16,0.0003955245018005371,0.002731990814208984,pytorch_naive
128,64,torch.bfloat16,0.0006263017654418946,0.0027605533599853516,pytorch_scaled_dot_product_attention
128,64,torch.float16,0.00028303861618041994,0.00273512601852417,triton_kernel
128,64,torch.float16,0.000506591796875,0.0027077794075012207,pytorch_naive
128,64,torch.float16,0.0006301164627075196,0.0027923822402954102,pytorch_scaled_dot_product_attention
128,64,torch.float32,0.00031017065048217775,0.002613961696624756,triton_kernel
128,64,torch.float32,0.0004919052124023437,0.0025283217430114744,pytorch_naive
128,64,torch.float32,0.0005001425743103027,0.0025023460388183595,pytorch_scaled_dot_product_attention
128,128,torch.bfloat16,0.00029120445251464846,0.0028904199600219725,triton_kernel
128,128,torch.bfloat16,0.0003896117210388184,0.002855253219604492,pytorch_naive
128,128,torch.bfloat16,0.0006525993347167968,0.0029842376708984373,pytorch_scaled_dot_product_attention
128,128,torch.float16,0.00031131505966186523,0.002734208106994629,triton_kernel
128,128,torch.float16,0.000591576099395752,0.002255070209503174,pytorch_naive
128,128,torch.float16,0.0006777644157409668,0.0028438448905944826,pytorch_scaled_dot_product_attention
128,128,torch.float32,0.0002526521682739258,0.00254969596862793,triton_kernel
128,128,torch.float32,0.00029835700988769533,0.002002084255218506,pytorch_naive
128,128,torch.float32,0.00045288801193237304,0.0025004267692565916,pytorch_scaled_dot_product_attention
128,256,torch.bfloat16,0.0001424551010131836,0.002204418182373047,triton_kernel
128,256,torch.bfloat16,0.00022287368774414061,0.002005124092102051,pytorch_naive
128,256,torch.bfloat16,0.0004127025604248047,0.002275228500366211,pytorch_scaled_dot_product_attention
128,256,torch.float16,0.00027141571044921877,0.0027993440628051756,triton_kernel
128,256,torch.float16,0.000507962703704834,0.002770388126373291,pytorch_naive
128,256,torch.float16,0.0006406784057617187,0.0029001951217651365,pytorch_scaled_dot_product_attention
128,256,torch.float32,0.0003481268882751465,0.0026790142059326173,triton_kernel
128,256,torch.float32,0.0004517674446105957,0.002165341377258301,pytorch_naive
128,256,torch.float32,0.0005097270011901855,0.0025638699531555175,pytorch_scaled_dot_product_attention
256,16,torch.bfloat16,0.0002677440643310547,0.002636885643005371,triton_kernel
256,16,torch.bfloat16,0.0005614280700683594,0.0030416011810302734,pytorch_naive
256,16,torch.bfloat16,0.0006633877754211425,0.0028644919395446776,pytorch_scaled_dot_product_attention
256,16,torch.float16,0.00032520294189453125,0.0028395295143127442,triton_kernel
256,16,torch.float16,0.0005906343460083008,0.0029149293899536134,pytorch_naive
256,16,torch.float16,0.0006837129592895507,0.002896463871002197,pytorch_scaled_dot_product_attention
256,16,torch.float32,0.0003077387809753418,0.0025799036026000976,triton_kernel
256,16,torch.float32,0.0005073785781860351,0.00260695219039917,pytorch_naive
256,16,torch.float32,0.0005805611610412598,0.0026153802871704103,pytorch_scaled_dot_product_attention
256,32,torch.bfloat16,0.0003625988960266113,0.0028829216957092286,triton_kernel
256,32,torch.bfloat16,0.0004937171936035157,0.002657008171081543,pytorch_naive
256,32,torch.bfloat16,0.0006122589111328125,0.0029439449310302733,pytorch_scaled_dot_product_attention
256,32,torch.float16,0.0003201723098754883,0.0028946995735168457,triton_kernel
256,32,torch.float16,0.0005836367607116699,0.002838313579559326,pytorch_naive
256,32,torch.float16,0.0008151054382324219,0.0027684807777404786,pytorch_scaled_dot_product_attention
256,32,torch.float32,0.00025069713592529297,0.002088773250579834,triton_kernel
256,32,torch.float32,0.0004906415939331055,0.0024534225463867187,pytorch_naive
256,32,torch.float32,0.000587916374206543,0.0026697874069213866,pytorch_scaled_dot_product_attention
256,64,torch.bfloat16,0.00013471841812133788,0.002019453048706055,triton_kernel
256,64,torch.bfloat16,0.0005621075630187988,0.002626287937164307,pytorch_naive
256,64,torch.bfloat16,0.0003867387771606445,0.00231630802154541,pytorch_scaled_dot_product_attention
256,64,torch.float16,0.00026761293411254884,0.002682662010192871,triton_kernel
256,64,torch.float16,0.000507962703704834,0.002667057514190674,pytorch_naive
256,64,torch.float16,0.0006883502006530762,0.0029943227767944337,pytorch_scaled_dot_product_attention
256,64,torch.float32,0.00034208297729492186,0.0026145696640014647,triton_kernel
256,64,torch.float32,0.0004719734191894531,0.0025968194007873536,pytorch_naive
256,64,torch.float32,0.0005574464797973633,0.002736973762512207,pytorch_scaled_dot_product_attention
256,128,torch.bfloat16,0.0002748847007751465,0.002616691589355469,triton_kernel
256,128,torch.bfloat16,0.0005274891853332519,0.00277484655380249,pytorch_naive
256,128,torch.bfloat16,0.0006788730621337891,0.002919936180114746,pytorch_scaled_dot_product_attention
256,128,torch.float16,0.000401461124420166,0.0031605958938598633,triton_kernel
256,128,torch.float16,0.0004894852638244629,0.002431797981262207,pytorch_naive
256,128,torch.float16,0.0006347894668579102,0.0028730392456054687,pytorch_scaled_dot_product_attention
256,128,torch.float32,0.0003174901008605957,0.0026381850242614747,triton_kernel
256,128,torch.float32,0.0005330204963684082,0.0026913881301879883,pytorch_naive
256,128,torch.float32,0.0003346085548400879,0.0018635988235473633,pytorch_scaled_dot_product_attention
256,256,torch.bfloat16,0.0003911733627319336,0.002545440196990967,triton_kernel
256,256,torch.bfloat16,0.0005700945854187012,0.0029098153114318847,pytorch_naive
256,256,torch.bfloat16,0.0006821513175964356,0.0028673291206359865,pytorch_scaled_dot_product_attention
256,256,torch.float16,0.0004402041435241699,0.0028214097023010255,triton_kernel
256,256,torch.float16,0.0005684971809387207,0.003016340732574463,pytorch_naive
256,256,torch.float16,0.0008348464965820312,0.0030052781105041502,pytorch_scaled_dot_product_attention
256,256,torch.float32,0.0006022214889526367,0.002738463878631592,triton_kernel
256,256,torch.float32,0.0005334258079528808,0.0026663899421691894,pytorch_naive
256,256,torch.float32,0.0005710244178771973,0.0026770472526550294,pytorch_scaled_dot_product_attention
512,16,torch.bfloat16,0.00032343864440917967,0.002925717830657959,triton_kernel
512,16,torch.bfloat16,0.0005885720252990723,0.002803027629852295,pytorch_naive
512,16,torch.bfloat16,0.000747835636138916,0.003149712085723877,pytorch_scaled_dot_product_attention
512,16,torch.float16,0.0003188014030456543,0.0028528451919555666,triton_kernel
512,16,torch.float16,0.0005506515502929687,0.0028763771057128905,pytorch_naive
512,16,torch.float16,0.0007134914398193359,0.0029628872871398926,pytorch_scaled_dot_product_attention
512,16,torch.float32,0.0002950310707092285,0.0026424407958984377,triton_kernel
512,16,torch.float32,0.00046885013580322266,0.002660620212554932,pytorch_naive
512,16,torch.float32,0.0006205201148986817,0.0027061939239501954,pytorch_scaled_dot_product_attention
512,32,torch.bfloat16,0.00031729936599731443,0.002850246429443359,triton_kernel
512,32,torch.bfloat16,0.0005553722381591797,0.00287020206451416,pytorch_naive
512,32,torch.bfloat16,0.000723886489868164,0.003083312511444092,pytorch_scaled_dot_product_attention
512,32,torch.float16,0.00030661821365356444,0.002805161476135254,triton_kernel
512,32,torch.float16,0.0005466461181640625,0.0028758645057678223,pytorch_naive
512,32,torch.float16,0.0008501887321472168,0.0028902173042297365,pytorch_scaled_dot_product_attention
512,32,torch.float32,0.0003237366676330566,0.0026076436042785645,triton_kernel
512,32,torch.float32,0.0004922151565551758,0.002695298194885254,pytorch_naive
512,32,torch.float32,0.0006169676780700684,0.0027362823486328123,pytorch_scaled_dot_product_attention
512,64,torch.bfloat16,0.0003921151161193848,0.003019607067108154,triton_kernel
512,64,torch.bfloat16,0.0006348609924316407,0.003023278713226318,pytorch_naive
512,64,torch.bfloat16,0.0005024075508117676,0.0025898098945617678,pytorch_scaled_dot_product_attention
512,64,torch.float16,0.0002761960029602051,0.002774989604949951,triton_kernel
512,64,torch.float16,0.0006267309188842773,0.0029038071632385256,pytorch_naive
512,64,torch.float16,0.0004644870758056641,0.002430224418640137,pytorch_scaled_dot_product_attention
512,64,torch.float32,0.00038803815841674804,0.0024941086769104002,triton_kernel
512,64,torch.float32,0.00047284364700317383,0.0026667118072509766,pytorch_naive
512,64,torch.float32,0.0005680799484252929,0.002682793140411377,pytorch_scaled_dot_product_attention
512,128,torch.bfloat16,0.0003188967704772949,0.002546060085296631,triton_kernel
512,128,torch.bfloat16,0.0004706025123596191,0.0027561306953430174,pytorch_naive
512,128,torch.bfloat16,0.0004726409912109375,0.0024832844734191894,pytorch_scaled_dot_product_attention
512,128,torch.float16,0.0002335190773010254,0.002529251575469971,triton_kernel
512,128,torch.float16,0.0005332350730895997,0.002705979347229004,pytorch_naive
512,128,torch.float16,0.0006847262382507324,0.0029941082000732424,pytorch_scaled_dot_product_attention
512,128,torch.float32,0.0003568768501281738,0.002613377571105957,triton_kernel
512,128,torch.float32,0.0005280137062072754,0.0026879310607910156,pytorch_naive
512,128,torch.float32,0.0005711674690246582,0.0026960849761962892,pytorch_scaled_dot_product_attention
512,256,torch.bfloat16,0.0006032586097717285,0.0029209136962890627,triton_kernel
512,256,torch.bfloat16,0.0005389571189880372,0.002749776840209961,pytorch_naive
512,256,torch.bfloat16,0.0006313920021057129,0.002947831153869629,pytorch_scaled_dot_product_attention
512,256,torch.float16,0.0003193497657775879,0.0017470955848693849,triton_kernel
512,256,torch.float16,0.00048410892486572266,0.002670741081237793,pytorch_naive
512,256,torch.float16,0.0006333231925964355,0.0029634714126586916,pytorch_scaled_dot_product_attention
512,256,torch.float32,0.000419926643371582,0.0026584148406982424,triton_kernel
512,256,torch.float32,0.0004936456680297852,0.0026844501495361327,pytorch_naive
512,256,torch.float32,0.0005318403244018554,0.0022509455680847167,pytorch_scaled_dot_product_attention
1024,16,torch.bfloat16,0.00032001733779907227,0.002887988090515137,triton_kernel
1024,16,torch.bfloat16,0.0005119919776916503,0.002771127223968506,pytorch_naive
1024,16,torch.bfloat16,0.0006555438041687012,0.003005397319793701,pytorch_scaled_dot_product_attention
1024,16,torch.float16,0.00032190084457397463,0.002928006649017334,triton_kernel
1024,16,torch.float16,0.0006297469139099121,0.003004312515258789,pytorch_naive
1024,16,torch.float16,0.000671684741973877,0.0028617143630981444,pytorch_scaled_dot_product_attention
1024,16,torch.float32,0.0002737879753112793,0.002132225036621094,triton_kernel
1024,16,torch.float32,0.0004894733428955078,0.0026640534400939942,pytorch_naive
1024,16,torch.float32,0.0005683064460754395,0.002688133716583252,pytorch_scaled_dot_product_attention
1024,32,torch.bfloat16,0.000294041633605957,0.002586054801940918,triton_kernel
1024,32,torch.bfloat16,0.0006611227989196777,0.0031870126724243162,pytorch_naive
1024,32,torch.bfloat16,0.0008441686630249023,0.0033489108085632325,pytorch_scaled_dot_product_attention
1024,32,torch.float16,0.00048308372497558595,0.002883434295654297,triton_kernel
1024,32,torch.float16,0.00034137964248657224,0.0023947954177856445,pytorch_naive
1024,32,torch.float16,0.0006349086761474609,0.002839910984039307,pytorch_scaled_dot_product_attention
1024,32,torch.float32,0.00018236637115478515,0.002203488349914551,triton_kernel
1024,32,torch.float32,0.00033314228057861327,0.0022496938705444335,pytorch_naive
1024,32,torch.float32,0.0004680752754211426,0.002562248706817627,pytorch_scaled_dot_product_attention
1024,64,torch.bfloat16,0.0002696514129638672,0.002759099006652832,triton_kernel
1024,64,torch.bfloat16,0.0005362749099731446,0.002827465534210205,pytorch_naive
1024,64,torch.bfloat16,0.000650489330291748,0.002982509136199951,pytorch_scaled_dot_product_attention
1024,64,torch.float16,0.00018204450607299804,0.0027211546897888184,triton_kernel
1024,64,torch.float16,0.0005583047866821289,0.002024710178375244,pytorch_naive
1024,64,torch.float16,0.000632333755493164,0.0028779268264770507,pytorch_scaled_dot_product_attention
1024,64,torch.float32,0.000276029109954834,0.002319824695587158,triton_kernel
