batch_size,sequence_length,model_dimension,precision,is_causal,device,O_diff_l2,O_diff_max,K_grad_diff_l2_rel,K_grad_diff_max,V_grad_diff_l2_rel,V_grad_diff_max,Q_grad_diff_l2_rel,Q_grad_diff_max
1,256,128,torch.float32,True,cuda,0.042826857417821884,0.0022041797637939453,0.001560649718157947,0.004153251647949219,0.0003721891844179481,0.0025420188903808594,0.001522326609119773,0.0023685693740844727
1,256,128,torch.float32,False,cuda,0.02740122564136982,0.0009976327419281006,0.0018497062847018242,0.0025217533111572266,0.00038471765583381057,0.001035451889038086,0.0018764444394037127,0.0015772581100463867
1,512,32,torch.bfloat16,True,cuda,0.03974605351686478,0.005416393280029297,0.00191497802734375,0.015625,0.00118255615234375,0.03125,0.0027008056640625,0.0078125
1,512,32,torch.bfloat16,False,cuda,0.020422639325261116,0.001081615686416626,0.00156402587890625,0.0078125,0.000728607177734375,0.0078125,0.0026397705078125,0.001953125
1,512,32,torch.float16,True,cuda,0.00507847685366869,0.0004661083221435547,0.00023174285888671875,0.001953125,9.244680404663086e-05,0.001953125,0.00033593177795410156,0.0009765625
1,512,32,torch.float16,False,cuda,0.0025607405696064234,0.00011360645294189453,0.0002002716064453125,0.0009765625,7.712841033935547e-05,0.0009765625,0.00034236907958984375,0.000244140625
1,512,32,torch.float32,True,cuda,0.023903975263237953,0.0016831159591674805,0.0017798932967707515,0.008844852447509766,0.00042365133413113654,0.0045452117919921875,0.0017894491320475936,0.003145933151245117
1,512,32,torch.float32,False,cuda,0.014264190569519997,0.0009253025054931641,0.0017951190238818526,0.003290534019470215,0.0004214357759337872,0.0012118816375732422,0.0019366730703040957,0.001219332218170166
1,512,128,torch.bfloat16,True,cuda,0.08027323335409164,0.004771709442138672,0.002288818359375,0.015625,0.0011138916015625,0.015625,0.002685546875,0.0078125
1,512,128,torch.bfloat16,False,cuda,0.04072993993759155,0.0012038052082061768,0.0019683837890625,0.00390625,0.000518798828125,0.0078125,0.0026397705078125,0.001953125
1,512,128,torch.float16,True,cuda,0.010124964639544487,0.0011453628540039062,0.00026488304138183594,0.001953125,8.0108642578125e-05,0.001953125,0.0003223419189453125,0.0009765625
1,512,128,torch.float16,False,cuda,0.004996512085199356,0.00014862418174743652,0.0002560615539550781,0.00048828125,0.00011771917343139648,0.0009765625,0.00032591819763183594,0.00048828125
1,512,128,torch.float32,True,cuda,0.04958353936672211,0.002201557159423828,0.001669043325819075,0.00452423095703125,0.0003761992556974292,0.002857208251953125,0.0016286096069961786,0.0022394657135009766
1,512,128,torch.float32,False,cuda,0.029183702543377876,0.0015053153038024902,0.0018576702568680048,0.004898667335510254,0.00038524059345945716,0.0013394355773925781,0.0019879064057022333,0.002794802188873291
1,1024,32,torch.bfloat16,True,cuda,0.04123084619641304,0.0035457611083984375,0.00160980224609375,0.015625,0.000530242919921875,0.015625,0.0025482177734375,0.00390625
