batch_size,sequence_length,model_dimension,precision,is_causal,device,O_diff_l2,O_diff_max,K_grad_diff_l2_rel,K_grad_diff_max,V_grad_diff_l2_rel,V_grad_diff_max,Q_grad_diff_l2_rel,Q_grad_diff_max
5,256,32,torch.float32,False,cuda,0.03187510371208191,0.0030677318572998047,0.0017878151265904307,0.004295945167541504,0.0004385385836940259,0.002474069595336914,0.0018018775153905153,0.0014845430850982666
5,256,128,torch.bfloat16,True,cuda,0.167043536901474,0.008776664733886719,0.0024261474609375,0.015625,0.00086212158203125,0.015625,0.00262451171875,0.0078125
5,256,128,torch.bfloat16,False,cuda,0.08786529302597046,0.001676797866821289,0.002197265625,0.0078125,0.0007781982421875,0.0078125,0.00262451171875,0.00390625
5,256,128,torch.float16,True,cuda,0.020740265026688576,0.0008220672607421875,0.0002987384796142578,0.001953125,0.0001417398452758789,0.00390625,0.0003337860107421875,0.001953125
5,256,128,torch.float16,False,cuda,0.011091095395386219,0.0002561807632446289,0.0002772808074951172,0.0009765625,0.00010257959365844727,0.0009765625,0.0003306865692138672,0.00048828125
5,256,128,torch.float32,True,cuda,0.09405423700809479,0.00292050838470459,0.0015976151917129755,0.009181976318359375,0.0003870039654430002,0.0031538009643554688,0.0015542797045782208,0.005105733871459961
5,256,128,torch.float32,False,cuda,0.060420624911785126,0.0018264055252075195,0.0017887476133182645,0.003361940383911133,0.0003890882071573287,0.0016696453094482422,0.001847152248956263,0.0022131800651550293
5,512,32,torch.bfloat16,True,cuda,0.09317418187856674,0.0076482295989990234,0.0017547607421875,0.015625,0.000823974609375,0.015625,0.00262451171875,0.0078125
5,512,32,torch.bfloat16,False,cuda,0.04557083174586296,0.001139134168624878,0.001556396484375,0.0078125,0.000659942626953125,0.0078125,0.0026397705078125,0.00390625
5,512,32,torch.float16,True,cuda,0.01142385695129633,0.0008521080017089844,0.00024390220642089844,0.00390625,0.00013947486877441406,0.00390625,0.0003447532653808594,0.0009765625
5,512,32,torch.float16,False,cuda,0.005663315765559673,0.00017392635345458984,0.00019276142120361328,0.0009765625,8.493661880493164e-05,0.0009765625,0.00033402442932128906,0.00048828125
5,512,32,torch.float32,True,cuda,0.05419709533452988,0.0020562410354614258,0.0017041199607774615,0.012204647064208984,0.00041958317160606384,0.00501251220703125,0.0016443802742287517,0.0035060644149780273
5,512,32,torch.float32,False,cuda,0.033053670078516006,0.0014047622680664062,0.0018120543099939823,0.006423234939575195,0.0004221831331960857,0.00244140625,0.0018589184619486332,0.0016300082206726074
5,512,128,torch.bfloat16,True,cuda,0.1816774159669876,0.007490634918212891,0.00225830078125,0.015625,0.0008544921875,0.03125,0.0027008056640625,0.015625
5,512,128,torch.bfloat16,False,cuda,0.09087167680263519,0.0011688470840454102,0.0019989013671875,0.0078125,0.000823974609375,0.0078125,0.0026397705078125,0.00390625
5,512,128,torch.float16,True,cuda,0.022439487278461456,0.0008280277252197266,0.0002818107604980469,0.001953125,8.875131607055664e-05,0.001953125,0.00033545494079589844,0.0009765625
5,512,128,torch.float16,False,cuda,0.011206062510609627,0.0002339482307434082,0.0002524852752685547,0.0009765625,8.100271224975586e-05,0.0009765625,0.00032782554626464844,0.00048828125
5,512,128,torch.float32,True,cuda,0.10811126977205276,0.0024760961532592773,0.001656983746215701,0.007533073425292969,0.00037586907274089754,0.0035996437072753906,0.0016257526585832238,0.0035161972045898438
5,512,128,torch.float32,False,cuda,0.06326515227556229,0.0015747547149658203,0.0018340859096497297,0.0048476457595825195,0.0003805984742939472,0.001477956771850586,0.0019073461880907416,0.00315701961517334
5,1024,32,torch.bfloat16,True,cuda,0.0947985053062439,0.004300594329833984,0.00164031982421875,0.03125,0.000774383544921875,0.03125,0.00274658203125,0.0078125
5,1024,32,torch.bfloat16,False,cuda,0.04829362407326698,0.0009436309337615967,0.0013275146484375,0.0078125,0.000568389892578125,0.0078125,0.0027008056640625,0.001953125
5,1024,32,torch.float16,True,cuda,0.012261158786714077,0.0008466243743896484,0.00020873546600341797,0.00390625,9.953975677490234e-05,0.00390625,0.0003407001495361328,0.0009765625
5,1024,32,torch.float16,False,cuda,0.005798823665827513,0.00012129545211791992,0.0001685619354248047,0.0009765625,7.539987564086914e-05,0.0009765625,0.0003342628479003906,0.000244140625
5,1024,32,torch.float32,True,cuda,0.06068425625562668,0.0026900768280029297,0.00171854707878083,0.013658523559570312,0.0004128650180064142,0.004998683929443359,0.0016281325370073318,0.003080010414123535
5,1024,32,torch.float32,False,cuda,0.0343526192009449,0.0010566413402557373,0.0018313355976715684,0.005880594253540039,0.0004272382066119462,0.0020028352737426758,0.0020272647961974144,0.0015894770622253418
5,1024,128,torch.bfloat16,True,cuda,0.19774822890758514,0.007643699645996094,0.0020599365234375,0.03125,0.000858306884765625,0.03125,0.002685546875,0.0078125
5,1024,128,torch.bfloat16,False,cuda,0.09305568039417267,0.0014384984970092773,0.00177764892578125,0.00390625,0.0006866455078125,0.0078125,0.0026092529296875,0.00390625
5,1024,128,torch.float16,True,cuda,0.024465518072247505,0.0011577606201171875,0.0002586841583251953,0.001953125,8.350610733032227e-05,0.001953125,0.00033092498779296875,0.0009765625
5,1024,128,torch.float16,False,cuda,0.011432303115725517,0.00012925267219543457,0.00022089481353759766,0.00048828125,7.575750350952148e-05,0.0009765625,0.0003237724304199219,0.00048828125
5,1024,128,torch.float32,True,cuda,0.118523508310318,0.002634286880493164,0.0016971114091575146,0.005654573440551758,0.00037513585994020104,0.0044956207275390625,0.0016735155368223786,0.00324249267578125
5,1024,128,torch.float32,False,cuda,0.0651111751794815,0.0010695159435272217,0.0018194952281191945,0.002554178237915039,0.0003746609727386385,0.0010544061660766602,0.001923934556543827,0.0011004805564880371
5,2048,32,torch.bfloat16,True,cuda,0.10497205704450607,0.006568193435668945,0.00141143798828125,0.03125,0.000682830810546875,0.03125,0.002655029296875,0.0078125
5,2048,32,torch.bfloat16,False,cuda,0.047482654452323914,0.0007219910621643066,0.001190185546875,0.0078125,0.000553131103515625,0.0078125,0.0026702880859375,0.0009765625
5,2048,32,torch.float16,True,cuda,0.013218054547905922,0.0007172822952270508,0.00017583370208740234,0.00390625,8.672475814819336e-05,0.00390625,0.0003364086151123047,0.001953125
5,2048,32,torch.float16,False,cuda,0.005847190972417593,7.253885269165039e-05,0.00014507770538330078,0.0009765625,6.16908073425293e-05,0.0009765625,0.00033664703369140625,0.000244140625
5,2048,32,torch.float32,True,cuda,0.06781968474388123,0.0023385286331176758,0.0017769676633179188,0.010564804077148438,0.00042231075349263847,0.006084918975830078,0.0017755350563675165,0.0027055740356445312
5,2048,32,torch.float32,False,cuda,0.034668080508708954,0.000830426812171936,0.0018190519185736775,0.005851030349731445,0.0004215545195620507,0.0019570589065551758,0.00204633641988039,0.0014412999153137207
5,2048,128,torch.bfloat16,True,cuda,0.21372820436954498,0.010385751724243164,0.00188446044921875,0.015625,0.00066375732421875,0.03125,0.00262451171875,0.0078125
5,2048,128,torch.bfloat16,False,cuda,0.09402260184288025,0.0006269961595535278,0.00153350830078125,0.00390625,0.000537872314453125,0.0078125,0.0025787353515625,0.001953125
5,2048,128,torch.float16,True,cuda,0.02625812217593193,0.000835418701171875,0.00023043155670166016,0.001953125,7.408857345581055e-05,0.00390625,0.0003314018249511719,0.001953125
5,2048,128,torch.float16,False,cuda,0.011789903044700623,8.055567741394043e-05,0.00019252300262451172,0.00048828125,7.039308547973633e-05,0.0009765625,0.0003266334533691406,0.0001220703125
5,2048,128,torch.float32,True,cuda,0.13141174614429474,0.002487003803253174,0.0017509047174826264,0.008558273315429688,0.0003762846172321588,0.005603790283203125,0.0017459660302847624,0.003415703773498535
5,2048,128,torch.float32,False,cuda,0.06623979657888412,0.001349717378616333,0.0018136476865038276,0.0032805204391479492,0.0003735412610694766,0.0012151002883911133,0.0019393404945731163,0.0012453198432922363
5,4096,32,torch.bfloat16,True,cuda,0.11136997491121292,0.0068209171295166016,0.00119781494140625,0.03125,0.0005340576171875,0.03125,0.0026397705078125,0.0078125
5,4096,32,torch.bfloat16,False,cuda,0.047360409051179886,0.0004957914352416992,0.000949859619140625,0.0078125,0.0004730224609375,0.0078125,0.002685546875,0.001953125
5,4096,32,torch.float16,True,cuda,0.014115238562226295,0.00095367431640625,0.00016176700592041016,0.0078125,8.398294448852539e-05,0.0078125,0.0003452301025390625,0.0009765625
5,4096,32,torch.float16,False,cuda,0.006045345216989517,6.201863288879395e-05,0.00012254714965820312,0.0009765625,5.561113357543945e-05,0.0009765625,0.0003304481506347656,0.0001220703125
5,4096,32,torch.float32,True,cuda,0.07331192493438721,0.002514362335205078,0.001796102849766612,0.01692676544189453,0.00042680438491515815,0.007951736450195312,0.0018004487501457334,0.003309488296508789
5,4096,32,torch.float32,False,cuda,0.03476947546005249,0.0009802281856536865,0.001822089427150786,0.005763053894042969,0.00042658537859097123,0.0024133920669555664,0.0019966228865087032,0.0014688372611999512
5,4096,128,torch.bfloat16,True,cuda,0.22194735705852509,0.0063991546630859375,0.00164794921875,0.03125,0.000614166259765625,0.0625,0.00262451171875,0.015625
5,4096,128,torch.bfloat16,False,cuda,0.09528983384370804,0.0005112886428833008,0.00131988525390625,0.00390625,0.0004405975341796875,0.0078125,0.0025634765625,0.0009765625
5,4096,128,torch.float16,True,cuda,0.028035718947649002,0.0009660720825195312,0.00020205974578857422,0.001953125,6.538629531860352e-05,0.00390625,0.0003261566162109375,0.0009765625
5,4096,128,torch.float16,False,cuda,0.011869024485349655,7.304549217224121e-05,0.000164031982421875,0.00048828125,5.733966827392578e-05,0.0009765625,0.0003247261047363281,0.0001220703125
5,4096,128,torch.float32,True,cuda,0.1447572410106659,0.003751993179321289,0.001773970085196197,0.01065826416015625,0.00038133375346660614,0.0046825408935546875,0.001753015792928636,0.004220724105834961
5,4096,128,torch.float32,False,cuda,0.06721282005310059,0.0006507933139801025,0.0018074993276968598,0.0029714107513427734,0.00037611747393384576,0.0010875463485717773,0.0019561825320124626,0.0007454901933670044
5,8192,32,torch.bfloat16,True,cuda,0.12069597095251083,0.0054357051849365234,0.001068115234375,0.03125,0.000453948974609375,0.03125,0.002685546875,0.0078125
5,8192,32,torch.bfloat16,False,cuda,0.04842236638069153,0.000332564115524292,0.00081634521484375,0.0078125,0.000377655029296875,0.0078125,0.0026397705078125,0.0009765625
5,8192,32,torch.float16,True,cuda,0.015081729739904404,0.0005693435668945312,0.00012993812561035156,0.00390625,8.982419967651367e-05,0.0078125,0.0003399848937988281,0.001953125
5,8192,32,torch.float16,False,cuda,0.006073694210499525,3.986060619354248e-05,0.00010216236114501953,0.0009765625,4.488229751586914e-05,0.0009765625,0.00032901763916015625,0.0001220703125
5,8192,32,torch.float32,True,cuda,0.07937317341566086,0.0023344755172729492,0.0018035871908068657,0.01622295379638672,0.0004450540873222053,0.007997512817382812,0.0018164259381592274,0.002742290496826172
5,8192,32,torch.float32,False,cuda,0.03526286408305168,0.0005072504281997681,0.001824470004066825,0.00589442253112793,0.00043552537681534886,0.002399921417236328,0.0020643158350139856,0.0008299946784973145
5,8192,128,torch.bfloat16,True,cuda,0.24052651226520538,0.00834512710571289,0.00142669677734375,0.03125,0.00048828125,0.0625,0.00262451171875,0.015625
5,8192,128,torch.bfloat16,False,cuda,0.09559652954339981,0.0003872513771057129,0.0011138916015625,0.0078125,0.0003681182861328125,0.0078125,0.0025787353515625,0.0009765625
5,8192,128,torch.float16,True,cuda,0.02977610193192959,0.000949859619140625,0.00017726421356201172,0.00390625,9.268522262573242e-05,0.00390625,0.0003311634063720703,0.001953125
5,8192,128,torch.float16,False,cuda,0.011971562169492245,4.398822784423828e-05,0.00013959407806396484,0.0009765625,5.030632019042969e-05,0.0009765625,0.00032329559326171875,6.103515625e-05
5,8192,128,torch.float32,True,cuda,0.15533919632434845,0.0033915042877197266,0.0017816865583881736,0.0143280029296875,0.00039878362440504134,0.005558013916015625,0.0017749971011653543,0.003161787986755371
5,8192,128,torch.float32,False,cuda,0.06837084889411926,0.0004042387008666992,0.0018036689143627882,0.003105640411376953,0.0003850244975183159,0.0011113882064819336,0.001970964018255472,0.0008867233991622925
